Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
554.41,6.0,64.0,49.09710523274601,49.09710523274601,0.0,0.04,0.23,0.1,0.26,0.86,0.0,0.0,0.38,2.56,0.78,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,729.08,63.05,76.56,69.31384527181625,4.320507525243568,70.08,84662365.60696137,9.5,11.769117817311496,6.107913339756996,23.55016448965762,0.86,141.55
552.98,6.0,64.0,56.48857724171131,56.48857724171131,0.0,0.01,0.29,0.1,0.22,0.86,0.0,0.0,0.16,2.61,0.61,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,740.53,65.65,79.5,70.72923589087212,4.368993037525415,70.1,84662365.61036886,9.5,11.892152321304566,6.18121189095423,22.4808041051904,0.91,141.55
551.07,6.0,64.0,33.918679140200254,33.918679140200254,0.0,0.03,0.22,0.12,0.26,0.82,0.0,0.0,0.19,2.5,0.66,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,739.85,62.36,80.13,70.55903326622636,5.364193435577425,70.26,84662365.61325298,9.5,11.876565839838696,7.586572646944507,34.486004196079755,0.9,141.55
493.36,6.0,64.0,64.48239234397042,64.48239234397042,0.0,0.03,0.32,0.17,0.16,0.8,0.0,0.0,0.14,2.34,0.62,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,735.07,63.72,78.57,69.50310664421578,5.332857656853039,70.11,84662365.61414762,9.5,11.788442551703833,7.546012629471689,37.1547862762993,0.9,141.55
609.24,6.0,64.0,62.80795395254059,62.80795395254059,0.0,0.04,0.3,0.11,0.23,0.88,0.0,0.0,0.36,2.75,0.85,6.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,733.83,64.2,75.69,69.7964229199593,4.0499012390542495,70.01,84662365.61566912,9.5,11.814088340215942,5.73330346992719,20.434860499814327,0.9,141.55
528.39,6.0,64.0,10.417009684958227,10.417009684958227,0.0,0.04,0.37,0.24,0.3,0.65,0.0,0.0,0.24,2.51,0.74,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,767.83,66.89,80.62,73.24811805347217,5.628569557741795,73.4,84662365.62399082,9.5,12.100463635082754,7.949630023631122,37.91527236354772,0.92,141.55
419.26,6.0,64.0,4.045023300368361,4.045023300368361,0.0,0.14,0.59,0.05,0.22,0.41,0.0,0.0,0.32,2.42,0.47,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,776.49,68.88,79.02,73.58930139270774,3.8749958943925296,74.41,84662365.6252618,9.5,12.130538840266892,5.485540039745846,23.405049659342342,0.68,141.55
498.74,6.0,64.0,7.546316429229498,7.546316429229498,0.0,0.15,0.31,0.11,0.16,0.75,0.0,0.0,0.41,2.45,0.51,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,740.35,64.69,78.38,70.63039952814644,4.830235598712567,70.17,84662365.62767886,9.5,11.88197672919589,6.83444753558835,28.453186927856827,0.9,141.55
540.53,6.0,64.0,7.985519970997935,7.985519970997935,0.0,0.07,0.25,0.08,0.25,0.89,0.0,0.0,0.69,2.81,0.49,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,725.35,62.44,77.29,69.26679656690918,4.593488438007638,69.3,84662365.6280927,9.5,11.76730176710239,6.488482146817687,28.419186627569893,0.92,141.55
713.65,6.0,64.0,16.947321604210813,16.947321604210813,0.0,0.05,0.07,0.24,0.2,0.76,0.0,0.0,0.97,2.86,1.07,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,712.15,58.9,80.19,68.06419808154521,7.174845714989828,66.98,84662365.6289088,9.5,11.66173952992311,10.144594731880456,60.64442697913702,0.93,141.55
759.66,6.0,64.0,29.287539816545628,29.287539816545628,0.0,0.15,0.13,0.15,0.27,0.81,0.0,0.0,1.02,2.77,1.5,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,715.57,62.28,77.5,68.6786724354507,5.023805794652507,68.42,84662365.63029934,9.5,11.716502237991346,7.088497041161934,31.63141909300457,0.92,141.55
542.07,6.0,64.0,39.575836569039744,39.575836569039744,0.0,0.11,0.22,0.17,0.26,0.79,0.0,0.0,0.4,2.52,0.71,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,739.94,61.53,78.33,69.62302546421586,6.394070577129753,70.8,84662365.63295408,9.5,11.792452659575163,9.050347384572012,49.93830136991406,0.95,141.55
592.19,6.0,64.0,29.905491767797145,29.905491767797145,0.0,0.07,0.15,0.16,0.26,0.79,0.0,0.0,0.49,2.44,0.92,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,727.02,63.46,78.3,69.70206291751764,4.967906045388965,68.85,84662365.63353479,9.5,11.800694628256224,7.033478950174165,31.3774697589282,0.85,141.55
653.26,6.0,64.0,34.13247351697643,34.13247351697643,0.0,0.1,0.23,0.13,0.21,0.82,0.0,0.0,0.53,2.6,1.09,7.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,714.59,61.6,74.71,68.08513463175112,4.305811182324911,68.21,84662365.63420077,9.5,11.666683038347148,6.093919945491474,24.25576864222672,0.89,141.55
579.74,6.0,64.0,70.03659660798208,70.03659660798208,0.0,0.06,0.37,0.14,0.14,0.77,0.0,0.0,0.5,2.49,1.03,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,737.66,64.6,76.88,70.07520371149317,4.54313613943216,70.18,84662365.63526696,9.5,11.837855430054391,6.427887552538832,26.44231788472205,0.93,141.55
524.14,6.0,64.0,35.07442771270526,35.07442771270526,0.0,0.06,0.37,0.13,0.27,0.72,0.0,0.0,0.25,2.4,0.7,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,764.21,65.15,80.56,72.73055620536155,5.104696409570244,72.48,84662365.63775302,9.5,12.054972998908298,7.2155554962561474,32.4119355070171,0.92,141.55
494.48,6.0,64.0,8.22420447574458,8.22420447574458,0.0,0.12,0.29,0.18,0.19,0.66,0.0,0.0,0.36,2.32,0.59,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,730.7,61.6,78.78,69.32840407442575,5.713953783923087,69.82,84662365.64072438,9.5,11.768899999369506,8.08771009113706,36.48644727050757,0.93,141.55
585.02,6.0,64.0,16.57720656336868,16.57720656336868,0.0,0.12,0.41,0.0,0.23,1.0,0.0,0.0,0.71,2.81,0.65,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,737.2,66.16,73.84,69.96730279971148,3.144415781721646,70.44,84662365.64104547,9.5,11.828834382054694,4.450153141722655,10.725017790806849,0.94,141.55
596.46,6.0,64.0,22.51775953923825,22.51775953923825,0.0,0.06,0.1,0.21,0.1,0.76,0.0,0.0,0.78,2.74,0.82,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,686.41,56.29,75.06,65.51691932779123,6.083868035064197,65.45,84662365.64180021,9.5,11.441835636585958,8.613591144863609,42.36420729657814,0.95,141.55
685.86,6.0,64.0,45.29364157612103,45.29364157612103,0.0,0.06,0.13,0.2,0.2,0.82,0.0,0.0,0.63,2.81,1.15,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,715.13,60.8,76.99,67.98298390738948,5.444443509918255,68.18,84662365.64291354,9.5,11.656625227161255,7.698895788819636,34.53338249692837,0.93,141.55
625.08,6.0,64.0,49.65747236597986,49.65747236597986,0.0,0.03,0.26,0.17,0.21,0.81,0.0,0.0,0.31,2.77,0.9,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,731.38,61.84,80.24,69.72319898178877,5.774053561365267,69.34,84662365.64429896,9.5,11.807949413232512,8.17376801040537,38.95730118569795,0.94,141.55
577.32,6.0,64.0,49.453754089639226,49.453754089639226,0.0,0.04,0.25,0.13,0.25,0.83,0.0,0.0,0.27,2.56,0.78,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,741.06,63.53,80.43,70.3143258597268,5.464272196972908,70.83,84662365.64614867,9.5,11.85548663981584,7.736492024014521,34.72248853879357,0.93,141.55
784.45,6.0,64.0,38.893247534550085,38.893247534550085,0.0,0.01,0.25,0.15,0.27,0.85,0.0,0.0,0.3,2.91,0.99,8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,745.9,66.7,78.72,71.49588317998649,4.5702638094791554,70.65,84662365.64736314,9.5,11.954838582306769,6.461391277658245,26.093163145125608,0.93,141.55
587.79,6.0,64.0,54.9324891123907,54.9324891123907,0.0,0.02,0.29,0.07,0.23,0.86,0.0,0.0,0.21,2.71,0.71,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,736.52,64.45,80.18,70.22893326668172,5.319688112177292,70.29,84662365.64862981,9.5,11.849763606315216,7.519843256674937,33.9531070935673,0.91,141.55
493.06,6.0,64.0,47.08338626203229,47.08338626203229,0.0,0.03,0.29,0.1,0.2,0.79,0.0,0.0,0.24,2.33,0.58,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,741.24,65.16,79.68,70.50052127220044,5.234875387407454,70.54,84662365.64962779,9.5,11.871145090276594,7.403264190520352,32.57445537608368,0.89,141.55
537.75,6.0,64.0,46.929870034651294,46.929870034651294,0.0,0.04,0.26,0.17,0.24,0.79,0.0,0.0,0.27,2.39,0.74,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,733.51,63.9,80.15,70.38448834928401,5.156622552643996,69.85,84662365.65040113,9.5,11.860236594986176,7.2879850774724515,30.463836067806223,0.93,141.55
872.13,6.0,64.0,42.88563178751031,42.88563178751031,0.0,0.06,0.26,0.07,0.25,0.88,0.0,0.0,0.21,2.23,0.71,10.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,741.98,63.76,80.59,70.4781458556923,5.101750899807947,70.89,84662365.65105481,9.5,11.869356076979438,7.198397534421465,37.48470820011615,0.91,141.55
806.52,6.0,64.0,58.17949564531416,58.17949564531416,0.0,0.04,0.28,0.17,0.18,0.85,0.0,0.0,0.24,2.37,0.75,8.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,723.82,63.96,76.68,68.89212598478233,3.996864980784453,70.52,84662365.65253727,9.5,11.73593666633023,5.649588608547775,34.68550013992512,0.84,141.55
561.78,6.0,64.0,55.88676989987224,55.88676989987224,0.0,0.02,0.28,0.13,0.21,0.81,0.0,0.0,0.42,2.55,0.77,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,736.81,63.53,79.09,69.8368536758649,5.42292297316923,70.02,84662365.65543176,9.5,11.81573476293302,7.666355876027515,35.98314034523286,0.94,141.55
571.86,6.0,64.0,44.75614757182962,44.75614757182962,0.0,0.05,0.17,0.12,0.3,0.89,0.0,0.0,0.21,2.51,0.77,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,740.64,64.72,78.76,70.35020218086007,5.344390233496484,70.41,84662365.65929864,9.5,11.861065060128563,7.551241786598585,34.80522155004711,0.91,141.55
470.99,6.0,64.0,45.86297280935407,45.86297280935407,0.0,0.04,0.24,0.16,0.23,0.8,0.0,0.0,0.18,2.19,0.6,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,737.28,63.94,78.69,70.46185509884852,5.317904596237927,69.91,84662365.66056722,9.5,11.869046987923356,7.520930041695663,33.150156458946455,0.94,141.55
513.52,6.0,64.0,37.85372408651703,37.85372408651703,0.0,0.04,0.29,0.12,0.21,0.84,0.0,0.0,0.2,2.31,0.63,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,736.49,65.84,77.1,69.85642433894796,3.862046423977128,69.95,84662365.6618458,9.5,11.818973701608956,5.469048052341659,18.541783811217137,0.92,141.55
562.9,6.0,64.0,51.613729408290304,51.613729408290304,0.0,0.05,0.32,0.11,0.23,0.8,0.0,0.0,0.23,2.54,0.76,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,741.93,64.72,78.99,70.49882103513102,4.847594389402541,70.66,84662365.66411284,9.5,11.872635421055184,6.842795435696204,26.605808126962607,0.94,141.55
615.27,6.0,64.0,24.07465712289537,24.07465712289537,0.0,0.08,0.22,0.17,0.23,0.77,0.0,0.0,0.46,2.74,1.04,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,731.47,59.6,79.93,69.35155076356392,6.991441750678376,69.04,84662365.66564299,9.5,11.774779766966605,9.88520675450344,57.18819656318955,0.95,141.55
571.67,6.0,64.0,41.3818949257884,41.3818949257884,0.0,0.07,0.22,0.12,0.22,0.86,0.0,0.0,0.34,2.5,0.87,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.73,62.44,75.73,68.3424209258234,4.470665394092388,69.07,84662365.66676062,9.5,11.687867735006014,6.327145878415841,28.921622334954723,0.86,141.55
538.88,6.0,64.0,42.40137966437533,42.40137966437533,0.0,0.02,0.23,0.13,0.3,0.86,0.0,0.0,0.07,2.47,0.57,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,736.22,63.8,78.38,69.6396355559645,5.004311520332423,71.01,84662365.6682271,9.5,11.800228957714806,7.045673621579475,29.013808498900023,0.94,141.55
470.01,6.0,65.73,64.82832063760375,64.82832063760375,0.0,0.0,0.24,0.09,0.21,0.86,0.0,0.0,0.08,2.25,0.41,5.24,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,724.21,65.64,74.78,68.44990747367528,3.4090776370342954,69.54,84662365.66930088,9.5,11.698708938289366,4.819590382263764,16.95844737976125,0.83,141.55
544.15,6.0,64.64,63.47957940876755,63.47957940876755,0.0,0.03,0.28,0.14,0.2,0.82,0.0,0.0,0.14,2.6,0.67,6.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,735.74,60.84,77.48,69.27220268491398,5.244963787068964,70.38,84662365.67054075,9.5,11.765449119056544,7.416461926317519,32.711293261687224,0.88,141.55
581.88,6.0,64.0,49.35700529985189,49.35700529985189,0.0,0.06,0.25,0.15,0.21,0.78,0.0,0.0,0.26,2.63,0.84,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,727.66,59.29,80.18,69.67066871557236,6.015493563514277,69.16,84662365.671468,9.5,11.799974134362037,8.506296684589188,43.26480916203221,0.94,141.55
606.15,6.0,64.0,41.87543322524062,41.87543322524062,0.0,0.06,0.28,0.12,0.25,0.81,0.0,0.0,0.3,2.66,0.87,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,728.69,62.0,76.41,69.0896266919355,4.806795139875399,69.94,84662365.67258283,9.5,11.752663877644435,6.797599607250183,29.831683216873856,0.88,141.55
550.65,6.0,64.0,24.486129851937783,24.486129851937783,0.0,0.05,0.37,0.04,0.2,0.74,0.0,0.0,0.37,2.76,0.61,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,736.39,65.0,76.23,70.01264581475456,3.9326222459344495,70.06,84662365.67463928,9.5,11.828911233543504,5.557349416937265,23.858063418313204,0.79,141.55
537.81,6.0,64.0,11.749409114352009,11.749409114352009,0.0,0.02,0.36,0.1,0.16,0.84,0.0,0.0,0.17,2.96,0.61,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,735.73,63.32,76.21,69.67394526337097,3.971325963604707,70.71,84662365.67638892,9.5,11.800520303566914,5.620165311366251,28.92042708193567,0.64,141.55
571.36,6.0,64.0,22.350297706322564,22.350297706322564,0.0,0.05,0.24,0.15,0.22,0.89,0.0,0.0,0.22,2.8,0.75,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,723.83,64.49,74.98,68.95200473296913,3.912875332192727,69.35,84662365.68029137,9.5,11.737714400390926,5.52820737770287,24.30793714869842,0.85,141.55
498.67,6.0,64.0,28.02211024592356,28.02211024592356,0.0,0.02,0.14,0.12,0.32,0.89,0.0,0.0,0.15,2.44,0.5,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,747.03,66.05,77.59,70.96972732410349,4.305736068896214,70.88,84662365.68435092,9.5,11.908874519744414,6.077330484155407,26.86668976405659,0.83,141.55
553.33,6.0,64.0,30.4579597542312,30.4579597542312,0.0,0.02,0.18,0.14,0.3,0.88,0.0,0.0,0.15,2.54,0.58,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,725.23,63.72,75.35,68.59870174570872,4.149037286004607,69.97,84662365.6855607,9.5,11.711073831776766,5.874569037350593,22.43274425861354,0.92,141.55
551.27,6.0,64.0,61.04085921510873,61.04085921510873,0.0,0.05,0.23,0.15,0.24,0.81,0.0,0.0,0.28,2.51,0.79,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,735.78,63.84,78.71,70.32557516842463,4.891090104296919,69.74,84662365.6866723,9.5,11.8558456099933,6.918971874687063,28.31908961554108,0.91,141.55
549.44,6.0,64.0,20.819694761223385,20.819694761223385,0.0,0.03,0.14,0.17,0.3,0.93,0.0,0.0,0.1,2.52,0.64,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,739.65,63.58,80.88,70.52898206282882,5.616904976348422,70.41,84662365.68782188,9.5,11.875079129329071,7.948683105601397,36.8616563475961,0.9,141.55
624.43,6.0,63.9,22.49310718549756,22.49310718549756,0.0,0.04,0.16,0.1,0.31,0.9,0.0,0.0,0.21,2.73,0.67,7.12,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.62,63.8,73.81,68.12939212554733,3.728081072241608,69.18,84662365.6893664,9.5,11.66824673387175,5.273902038518312,18.90891964461929,0.92,141.55
681.92,6.0,64.0,17.05712861978463,17.05712861978463,0.0,0.02,0.11,0.18,0.31,0.93,0.0,0.0,0.55,2.84,0.98,7.63,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,737.47,65.73,77.08,70.04781578118305,4.586726241250805,70.05,84662365.6972524,9.5,11.833009980420844,6.494538077768246,30.580043287790915,0.83,141.55
717.11,6.0,64.0,36.53777083685019,36.53777083685019,0.0,0.02,0.13,0.23,0.29,0.9,0.0,0.0,0.29,2.64,0.85,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,734.82,64.05,78.72,70.16613590902561,5.277299969865308,69.97,84662365.69778949,9.5,11.842984657244862,7.457124399235875,32.73667117852685,0.93,141.55
529.84,6.0,64.0,42.69890555290433,42.69890555290433,0.0,0.03,0.21,0.15,0.28,0.81,0.0,0.0,0.18,2.51,0.62,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,748.21,64.52,77.67,71.04101847155252,5.2319862812228735,71.16,84662365.6991671,9.5,11.91451308842904,7.399371065943899,32.78468992292921,0.88,141.55
655.12,6.0,64.0,40.98661262370846,40.98661262370846,0.0,0.04,0.24,0.07,0.29,0.86,0.0,0.0,0.32,2.86,0.86,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,745.54,66.28,78.51,71.39357277419003,4.523313277133156,70.12,84662365.69995211,9.5,11.948204543567236,6.401572312447246,24.95385171008781,0.9,141.55
946.18,6.0,64.0,922.3417762609122,922.3417762609122,0.0,0.04,0.12,0.08,0.33,0.95,0.0,0.0,0.24,1.84,0.61,11.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,744.3,63.16,81.73,69.9922435375512,6.105578547791789,71.9,84662365.70086184,9.5,11.827873435715672,8.625450676485572,56.92687494948903,0.9,141.55
617.55,5.94,63.36,62.19856354363652,62.19856354363652,0.0,0.03,0.3,0.17,0.14,0.78,0.0,0.0,0.25,2.56,0.68,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,730.51,63.13,76.69,69.81146177562547,4.764864773182739,69.33,84662365.70308231,9.5,11.81099993596048,6.743138841852333,27.05211188045616,0.92,141.55
703.11,6.0,64.0,47.93142481295513,47.93142481295513,0.0,0.07,0.25,0.17,0.26,0.77,0.0,0.0,0.21,2.4,0.7,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,750.21,62.89,90.2,71.02555676671969,8.017610742295563,74.26,84662365.70401527,9.5,11.908791238909831,11.375394368509284,248.23519778451208,0.94,141.55
630.8,6.0,64.0,28.82934936059742,28.82934936059742,0.0,0.06,0.16,0.16,0.27,0.92,0.0,0.0,0.17,2.77,0.79,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,724.39,61.44,77.65,68.64754384238053,4.983447715973478,69.17,84662365.70525151,9.5,11.71626818644388,7.055486273307697,31.12958599533347,0.89,141.55
631.13,6.0,64.0,47.76850413535152,47.76850413535152,0.0,0.05,0.18,0.27,0.21,0.84,0.0,0.0,0.25,2.62,0.96,7.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,721.28,61.4,77.42,68.39967744931367,5.50446902785667,68.7,84662365.70713156,9.5,11.690931888505157,7.794076685739582,34.006257146185106,0.93,141.55
579.51,6.0,64.0,57.34057535359239,57.34057535359239,0.0,0.04,0.24,0.13,0.21,0.85,0.0,0.0,0.35,2.51,0.86,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,731.47,64.48,76.77,69.28615143645484,4.210757573506814,69.69,84662365.70868511,9.5,11.768927896662989,5.944072697876021,22.88209145564833,0.9,141.55
526.67,6.0,64.0,52.61403857755023,52.61403857755023,0.0,0.0,0.3,0.09,0.25,0.84,0.0,0.0,0.22,2.56,0.56,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,749.25,67.06,80.49,71.91725936688012,4.7305902196041,71.06,84662365.71164833,9.5,11.989438090089552,6.683730703863184,25.93233048336268,0.91,141.55
516.21,6.0,64.0,63.08968124195709,63.08968124195709,0.0,0.04,0.29,0.2,0.17,0.76,0.0,0.0,0.43,2.33,0.81,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,727.69,63.08,77.3,69.19085062813004,4.587950319114314,69.95,84662365.71331775,9.5,11.761552743627478,6.4613300969394345,25.302923185654954,0.92,141.55
558.84,6.0,64.0,46.27714423665401,46.27714423665401,0.0,0.04,0.27,0.15,0.24,0.88,0.0,0.0,0.36,2.62,0.78,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,734.95,62.48,78.81,69.19225067442018,5.261452143945451,70.56,84662365.71423492,9.5,11.760950008726471,7.444153576379551,33.78238695983159,0.88,141.55
617.21,6.0,64.0,29.956083322782856,29.956083322782856,0.0,0.03,0.12,0.13,0.3,0.89,0.0,0.0,0.26,2.75,0.81,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,741.11,61.17,84.93,70.40648596329711,6.935058576384627,69.88,84662365.71738306,9.5,11.858019055842409,9.819704067784206,88.8470059113874,0.92,141.55
625.89,6.0,63.78,25.66669028489301,25.66669028489301,0.0,0.06,0.25,0.13,0.3,0.81,0.0,0.0,0.1,2.74,0.72,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,767.02,65.2,102.83,72.51631610370195,10.79586879780838,72.68,84662365.72078377,9.5,12.032186659684664,15.28046398830016,396.8607819544744,0.91,141.55
559.06,6.0,64.0,69.18260326980916,69.18260326980916,0.0,0.04,0.28,0.15,0.18,0.79,0.0,0.0,0.26,2.44,0.87,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,734.19,65.05,78.28,70.16820981899079,4.669471043657471,69.87,84662365.72184263,9.5,11.845081845401031,6.609347748911996,25.79230962431772,0.95,141.55
